function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;flops;
1007;libc10.so;c10::GetCPUAllocator();;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1015GetCPUAllocatorEv;;
1005;libc10.so;c10::profiledCPUMemoryReporter();;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1025profiledCPUMemoryReporterEv;;
802;_imaging.cpython-39-x86_64-linux-gnu.so;ImagingFill;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";ImagingFill;;
694;_multiarray_umath.cpython-39-x86_64-linux-gnu.so;PyDataMem_UserNEW;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";PyDataMem_UserNEW;;
690;libc.so.6;__pthread_mutex_unlock;;0.04;0.01;;;;;;;"0,0,0,0,0,100,0,0,0,0,0";__pthread_mutex_unlock;;
653;libc.so.6;pthread_cond_signal;;0.04;0.01;;;;;;;"0,0,0,0,0,100,0,0,0,0,0";pthread_cond_signal;;
589;_imaging.cpython-39-x86_64-linux-gnu.so;PyImaging_RawEncoderNew;;0.04;0.01;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";PyImaging_RawEncoderNew;;
233;libcublasLt.so.12;.text@start;;0.04;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";.text@start;;
360559;libtorch_cpu.so;dnnl::impl::graph::utils::pm::repetition_t::~repetition_t();;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN4dnnl4impl5graph5utils2pm12repetition_tD0Ev;;
316048;libtorch_cpu.so;mkl_blas_avx512_s_generic_fullacopybcopy;;0.02;0;;;;;;;"0,0,0,100,0,0,0,0,0,0,0";mkl_blas_avx512_s_generic_fullacopybcopy;;
305378;libtorch_cpu.so;mkl_serv_deallocate;;0.02;0;;;;;;;"0,0,0,100,0,0,0,0,0,0,0";mkl_serv_deallocate;;
303993;libtorch_cpu.so;mkl_blas_avx512_xsgemm_nocopy_driver;;0.02;0;;;;;;;"0,0,0,100,0,0,0,0,0,0,0";mkl_blas_avx512_xsgemm_nocopy_driver;;
303865;libtorch_cpu.so;mkl_blas_avx512_sgemm_initialize_kernel_info;;0.02;0;;;;;;;"0,0,0,100,0,0,0,0,0,0,0";mkl_blas_avx512_sgemm_initialize_kernel_info;;
303858;libtorch_cpu.so;mkl_blas_avx512_xsgemm;;0.02;0;;;;;;;"0,0,0,100,0,0,0,0,0,0,0";mkl_blas_avx512_xsgemm;;
285830;libtorch_cpu.so;mkl_blas_errchk_sgemm;;0.02;0;;;;;;;"0,0,0,100,0,0,0,0,0,0,0";mkl_blas_errchk_sgemm;;
285723;libtorch_cpu.so;VMLSETMODE_;;0.02;0;;;;;;;"0,0,0,100,0,0,0,0,0,0,0";VMLSETMODE_;;
285697;libtorch_cpu.so;SGEMM;;0.02;0;;;;;;;"0,0,0,100,0,0,0,0,0,0,0";SGEMM;;
285366;libtorch_cpu.so;vmsSqrt;;0.02;0;;;;;;;"0,0,0,100,0,0,0,0,0,0,0";vmsSqrt;;
272927;libtorch_cpu.so;at::native::(anonymous namespace)::log_softmax_lastdim_kernel_impl(at::Tensor const&, at::Tensor const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native12_GLOBAL__N_1L31log_softmax_lastdim_kernel_implERKNS_6TensorES4_;;
272056;libtorch_cpu.so;at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native12_GLOBAL__N_115div_true_kernelERNS_18TensorIteratorBaseE;;
270892;libtorch_cpu.so;void c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#15}::operator()() const::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(char**, long const*, long)#1}>(at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#15}::operator()() const::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(char**, long const*, long)#1} const&)::{lambda(char**, long const*, long, long)#1}>(long, char**, long const*, long, long);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1012function_refIFvPPcPKlllEE11callback_fnIZN2at18TensorIteratorBase15loop_2d_from_1dIZZZZZNS8_6native4AVX211copy_kernelERNS8_14TensorIteratorEbENKUlvE_clEvENKUlvE13_clEvENKUlvE_clEvENKUlvE10_clEvEUlS2_S4_lE_EEDaRKT_EUlS2_S4_llE_EEvlS2_S4_ll;;
270631;libtorch_cpu.so;void c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#15}::operator()() const::{lambda()#1}::operator()() const::{lambda()#9}::operator()() const::{lambda(char**, long const*, long)#1}>(at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#15}::operator()() const::{lambda()#1}::operator()() const::{lambda()#9}::operator()() const::{lambda(char**, long const*, long)#1} const&)::{lambda(char**, long const*, long, long)#1}>(long, char**, long const*, long, long);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1012function_refIFvPPcPKlllEE11callback_fnIZN2at18TensorIteratorBase15loop_2d_from_1dIZZZZZNS8_6native4AVX211copy_kernelERNS8_14TensorIteratorEbENKUlvE_clEvENKUlvE13_clEvENKUlvE_clEvENKUlvE7_clEvEUlS2_S4_lE_EEDaRKT_EUlS2_S4_llE_EEvlS2_S4_ll;;
269029;libtorch_cpu.so;at::native::(anonymous namespace)::lerp_scalar_kernel(at::TensorIteratorBase&, c10::Scalar const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native12_GLOBAL__N_118lerp_scalar_kernelERNS_18TensorIteratorBaseERKN3c106ScalarE;;
266854;libtorch_cpu.so;at::native::(anonymous namespace)::sum_kernel_impl(at::TensorIterator&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native12_GLOBAL__N_115sum_kernel_implERNS_14TensorIteratorE;;
266846;libtorch_cpu.so;void c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::(anonymous namespace)::cascade_sum<false, float>(at::TensorIterator&)::{lambda(char**, long const*, long, long)#1}>(long, char**, long const*, long, long);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1012function_refIFvPPcPKlllEE11callback_fnIZN2at6native12_GLOBAL__N_111cascade_sumILb0EfEEvRNS8_14TensorIteratorEEUlS2_S4_llE_EEvlS2_S4_ll;;
266814;libtorch_cpu.so;std::array<float, 4l> at::native::(anonymous namespace)::multi_row_sum<float, 4l, at::native::(anonymous namespace)::CastLoadPolicy<float, float> >(char const*, long, long, long);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native12_GLOBAL__N_113multi_row_sumIfLl4ENS1_14CastLoadPolicyIffEEEESt5arrayIT_XT0_EEPKclll;;
266802;libtorch_cpu.so;at::native::(anonymous namespace)::clamp_min_scalar_kernel_impl(at::TensorIteratorBase&, c10::Scalar);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native12_GLOBAL__N_1L28clamp_min_scalar_kernel_implERNS_18TensorIteratorBaseEN3c106ScalarE;;
266260;libtorch_cpu.so;void c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::sqrt_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(char**, long const*, long)#1}>(at::native::AVX2::sqrt_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(char**, long const*, long)#1} const&)::{lambda(char**, long const*, long, long)#1}>(long, char**, long const*, long, long);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1012function_refIFvPPcPKlllEE11callback_fnIZN2at18TensorIteratorBase15loop_2d_from_1dIZZZNS8_6native4AVX211sqrt_kernelERS9_ENKUlvE_clEvENKUlvE0_clEvEUlS2_S4_lE_EEDaRKT_EUlS2_S4_llE_EEvlS2_S4_ll;;
264819;libtorch_cpu.so;at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native12_GLOBAL__N_110add_kernelERNS_18TensorIteratorBaseERKN3c106ScalarE;;
257958;libtorch_cpu.so;torch::autograd::VariableType::(anonymous namespace)::detach(c10::DispatchKeySet, at::Tensor const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd12VariableType12_GLOBAL__N_16detachEN3c1014DispatchKeySetERKN2at6TensorE;;
257747;libtorch_cpu.so;torch::autograd::generated::details::copy_range(std::vector<at::Tensor, std::allocator<at::Tensor> >&, std::pair<unsigned long, unsigned long>, at::Tensor const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd9generated7details10copy_rangeERSt6vectorIN2at6TensorESaIS5_EESt4pairImmERKS5_;;
257620;libtorch_cpu.so;torch::autograd::generated::details::strides_or_error(at::Tensor const&, c10::basic_string_view<char> const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd9generated7details16strides_or_errorERKN2at6TensorERKN3c1017basic_string_viewIcEE;;
256259;libtorch_cpu.so;std::_Function_handler<void (std::vector<c10::IValue, std::allocator<c10::IValue> >&), torch::jit::(anonymous namespace)::createOperatorFromC10(c10::OperatorHandle const&)::{lambda(std::vector<c10::IValue, std::allocator<c10::IValue> >&)#1}>::_M_invoke(std::_Any_data const&, std::vector<c10::IValue, std::allocator<c10::IValue> >&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNSt17_Function_handlerIFvRSt6vectorIN3c106IValueESaIS2_EEEZN5torch3jit12_GLOBAL__N_121createOperatorFromC10ERKNS1_14OperatorHandleEEUlS5_E_E9_M_invokeERKSt9_Any_dataS5_;;
246634;libtorch_cpu.so;torch::jit::(anonymous namespace)::OperatorRegistry::~OperatorRegistry();;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch3jit12_GLOBAL__N_116OperatorRegistryD1Ev;;
241909;libtorch_cpu.so;torch::autograd::DifferentiableViewMeta::~DifferentiableViewMeta();;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd22DifferentiableViewMetaD0Ev;;
241905;libtorch_cpu.so;torch::autograd::DifferentiableViewMeta::requires_grad() const;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK5torch8autograd22DifferentiableViewMeta13requires_gradEv;;
241860;libtorch_cpu.so;torch::autograd::impl::grad_accumulator(at::Tensor const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd4impl16grad_accumulatorERKN2at6TensorE;;
241827;libtorch_cpu.so;torch::autograd::impl::hooks(at::Tensor const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd4impl5hooksERKN2at6TensorE;;
241824;libtorch_cpu.so;torch::autograd::impl::bump_version(at::Tensor const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd4impl12bump_versionERKN2at6TensorE;;
241796;libtorch_cpu.so;c10::impl::make_boxed_from_unboxed_functor<c10::impl::detail::WrapFunctionIntoRuntimeFunctor_<c10::intrusive_ptr<torch::autograd::profiler::PythonRecordFunction, c10::detail::intrusive_target_default_null_type<torch::autograd::profiler::PythonRecordFunction> > (*)(std::string const&, std::optional<std::string> const&), c10::intrusive_ptr<torch::autograd::profiler::PythonRecordFunction, c10::detail::intrusive_target_default_null_type<torch::autograd::profiler::PythonRecordFunction> >, c10::guts::typelist::typelist<std::string const&, std::optional<std::string> const&> >, false>::call(c10::OperatorKernel*, c10::OperatorHandle const&, c10::DispatchKeySet, std::vector<c10::IValue, std::allocator<c10::IValue> >*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c104impl31make_boxed_from_unboxed_functorINS0_6detail31WrapFunctionIntoRuntimeFunctor_IPFNS_13intrusive_ptrIN5torch8autograd8profiler20PythonRecordFunctionENS_6detail34intrusive_target_default_null_typeIS8_EEEERKSsRKSt8optionalISsEESC_NS_4guts8typelist8typelistIJSE_SI_EEEEELb0EE4callEPNS_14OperatorKernelERKNS_14OperatorHandleENS_14DispatchKeySetEPSt6vectorINS_6IValueESaISY_EE;;
241352;libtorch_cpu.so;torch::autograd::InputMetadata::maybe_reduce(unsigned long, at::Tensor, std::function<std::string (std::string const&)> const&) const;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK5torch8autograd13InputMetadata12maybe_reduceEmN2at6TensorERKSt8functionIFSsRKSsEE;;
241251;libtorch_cpu.so;torch::autograd::AccumulateGrad::apply(std::vector<at::Tensor, std::allocator<at::Tensor> >&&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd14AccumulateGrad5applyEOSt6vectorIN2at6TensorESaIS4_EE;;
241232;libtorch_cpu.so;torch::autograd::{lambda()#1}::_FUN();;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autogradUlvE_4_FUNEv;;
241214;libtorch_cpu.so;torch::autograd::Node::operator()(std::vector<at::Tensor, std::allocator<at::Tensor> >&&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd4NodeclEOSt6vectorIN2at6TensorESaIS4_EE;;
241175;libtorch_cpu.so;std::__shared_ptr<torch::autograd::ReadyQueue, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<torch::autograd::ReadyQueue, (__gnu_cxx::_Lock_policy)2> const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNSt12__shared_ptrIN5torch8autograd10ReadyQueueELN9__gnu_cxx12_Lock_policyE2EEC1ERKS5_;;
241133;libtorch_cpu.so;torch::autograd::ReadyQueue::pop();;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd10ReadyQueue3popEv;;
241128;libtorch_cpu.so;torch::autograd::Engine::execute_with_graph_task(std::shared_ptr<torch::autograd::GraphTask> const&, std::shared_ptr<torch::autograd::Node>, torch::autograd::InputBuffer&&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd6Engine23execute_with_graph_taskERKSt10shared_ptrINS0_9GraphTaskEES2_INS0_4NodeEEONS0_11InputBufferE;;
241119;libtorch_cpu.so;torch::autograd::validate_outputs(std::vector<torch::autograd::Edge, std::allocator<torch::autograd::Edge> > const&, std::vector<at::Tensor, std::allocator<at::Tensor> >&, std::function<std::string (std::string const&)> const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd16validate_outputsERKSt6vectorINS0_4EdgeESaIS2_EERS1_IN2at6TensorESaIS8_EERKSt8functionIFSsRKSsEE;;
241104;libtorch_cpu.so;torch::autograd::Engine::get_default_engine();;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd6Engine18get_default_engineEv;;
241085;libtorch_cpu.so;torch::autograd::call_tensor_pre_hooks(torch::autograd::Node&, std::vector<at::Tensor, std::allocator<at::Tensor> >);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autogradL21call_tensor_pre_hooksERNS0_4NodeESt6vectorIN2at6TensorESaIS5_EE;;
236456;libtorch_cpu.so;c10::TensorImpl::support_as_strided() const;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK3c1010TensorImpl18support_as_stridedEv;;
231940;libtorch_cpu.so;c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor& (c10::DispatchKeySet, at::Tensor&, at::Tensor const&), &torch::ADInplaceOrView::(anonymous namespace)::div__Tensor>, at::Tensor&, c10::guts::typelist::typelist<c10::DispatchKeySet, at::Tensor&, at::Tensor const&> >, at::Tensor& (c10::DispatchKeySet, at::Tensor&, at::Tensor const&)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor&, at::Tensor const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c104impl28wrap_kernel_functor_unboxed_INS0_6detail24WrapFunctionIntoFunctor_INS_26CompileTimeFunctionPointerIFRN2at6TensorENS_14DispatchKeySetES7_RKS6_EXadL_ZN5torch15ADInplaceOrView12_GLOBAL__N_111div__TensorES8_S7_SA_EEEES7_NS_4guts8typelist8typelistIJS8_S7_SA_EEEEESB_E4callEPNS_14OperatorKernelES8_S7_SA_;;
209236;libtorch_cpu.so;torch::autograd::VariableType::(anonymous namespace)::view(c10::DispatchKeySet, at::Tensor const&, c10::ArrayRef<c10::SymInt>);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd12VariableType12_GLOBAL__N_14viewEN3c1014DispatchKeySetERKN2at6TensorENS3_8ArrayRefINS3_6SymIntEEE;;
209156;libtorch_cpu.so;torch::autograd::VariableType::(anonymous namespace)::select_int(c10::DispatchKeySet, at::Tensor const&, long, c10::SymInt);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd12VariableType12_GLOBAL__N_110select_intEN3c1014DispatchKeySetERKN2at6TensorElNS3_6SymIntE;;
209113;libtorch_cpu.so;torch::autograd::VariableType::(anonymous namespace)::mm(c10::DispatchKeySet, at::Tensor const&, at::Tensor const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd12VariableType12_GLOBAL__N_12mmEN3c1014DispatchKeySetERKN2at6TensorES8_;;
208940;libtorch_cpu.so;c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor (c10::DispatchKeySet, at::Tensor const&, long, bool), &torch::autograd::VariableType::(anonymous namespace)::_softmax>, at::Tensor, c10::guts::typelist::typelist<c10::DispatchKeySet, at::Tensor const&, long, bool> >, at::Tensor (c10::DispatchKeySet, at::Tensor const&, long, bool)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor const&, long, bool);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c104impl28wrap_kernel_functor_unboxed_INS0_6detail24WrapFunctionIntoFunctor_INS_26CompileTimeFunctionPointerIFN2at6TensorENS_14DispatchKeySetERKS6_lbEXadL_ZN5torch8autograd12VariableType12_GLOBAL__N_18_softmaxES7_S9_lbEEEES6_NS_4guts8typelist8typelistIJS7_S9_lbEEEEESA_E4callEPNS_14OperatorKernelES7_S9_lb;;
208939;libtorch_cpu.so;torch::autograd::VariableType::(anonymous namespace)::_softmax(c10::DispatchKeySet, at::Tensor const&, long, bool);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd12VariableType12_GLOBAL__N_18_softmaxEN3c1014DispatchKeySetERKN2at6TensorElb;;
208386;libtorch_cpu.so;torch::autograd::isFwGradDefined(std::optional<at::Tensor> const&) [clone .part.0];;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd15isFwGradDefinedERKSt8optionalIN2at6TensorEE.part.0;;
206686;libtorch_cpu.so;torch::autograd::VariableType::(anonymous namespace)::sum_dim_IntList(c10::DispatchKeySet, at::Tensor const&, c10::OptionalArrayRef<long>, bool, std::optional<c10::ScalarType>);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd12VariableType12_GLOBAL__N_115sum_dim_IntListEN3c1014DispatchKeySetERKN2at6TensorENS3_16OptionalArrayRefIlEEbSt8optionalINS3_10ScalarTypeEE;;
206677;libtorch_cpu.so;torch::autograd::VariableType::(anonymous namespace)::sub__Tensor(c10::DispatchKeySet, at::Tensor&, at::Tensor const&, c10::Scalar const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd12VariableType12_GLOBAL__N_111sub__TensorEN3c1014DispatchKeySetERN2at6TensorERKS6_RKNS3_6ScalarE;;
206594;libtorch_cpu.so;c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<std::tuple<at::Tensor, at::Tensor> (c10::DispatchKeySet, at::Tensor const&, at::Tensor const&, std::optional<at::Tensor> const&, long, c10::SymInt), &torch::autograd::VariableType::(anonymous namespace)::nll_loss_forward>, std::tuple<at::Tensor, at::Tensor>, c10::guts::typelist::typelist<c10::DispatchKeySet, at::Tensor const&, at::Tensor const&, std::optional<at::Tensor> const&, long, c10::SymInt> >, std::tuple<at::Tensor, at::Tensor> (c10::DispatchKeySet, at::Tensor const&, at::Tensor const&, std::optional<at::Tensor> const&, long, c10::SymInt)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor const&, at::Tensor const&, std::optional<at::Tensor> const&, long, c10::SymInt);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c104impl28wrap_kernel_functor_unboxed_INS0_6detail24WrapFunctionIntoFunctor_INS_26CompileTimeFunctionPointerIFSt5tupleIJN2at6TensorES7_EENS_14DispatchKeySetERKS7_SB_RKSt8optionalIS7_ElNS_6SymIntEEXadL_ZN5torch8autograd12VariableType12_GLOBAL__N_116nll_loss_forwardES9_SB_SB_SF_lSG_EEEES8_NS_4guts8typelist8typelistIJS9_SB_SB_SF_lSG_EEEEESH_E4callEPNS_14OperatorKernelES9_SB_SB_SF_lSG_;;
204029;libtorch_cpu.so;torch::autograd::VariableType::(anonymous namespace)::mul__Tensor(c10::DispatchKeySet, at::Tensor&, at::Tensor const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd12VariableType12_GLOBAL__N_111mul__TensorEN3c1014DispatchKeySetERN2at6TensorERKS6_;;
203907;libtorch_cpu.so;torch::autograd::VariableType::(anonymous namespace)::clone(c10::DispatchKeySet, at::Tensor const&, std::optional<c10::MemoryFormat>);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd12VariableType12_GLOBAL__N_15cloneEN3c1014DispatchKeySetERKN2at6TensorESt8optionalINS3_12MemoryFormatEE;;
202626;libtorch_cpu.so;bool torch::autograd::compute_requires_grad<at::Tensor const&, at::Tensor const&>(at::Tensor const&, at::Tensor const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd21compute_requires_gradIJRKN2at6TensorES5_EEEbDpOT_;;
202609;libtorch_cpu.so;torch::autograd::throw_error_for_complex_autograd(at::Tensor const&, char const*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd32throw_error_for_complex_autogradERKN2at6TensorEPKc;;
201254;libtorch_cpu.so;torch::autograd::VariableType::(anonymous namespace)::addmm(c10::DispatchKeySet, at::Tensor const&, at::Tensor const&, at::Tensor const&, c10::Scalar const&, c10::Scalar const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd12VariableType12_GLOBAL__N_15addmmEN3c1014DispatchKeySetERKN2at6TensorES8_S8_RKNS3_6ScalarESB_;;
201239;libtorch_cpu.so;torch::autograd::VariableType::(anonymous namespace)::_to_copy(c10::DispatchKeySet, at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, std::optional<c10::MemoryFormat>);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd12VariableType12_GLOBAL__N_18_to_copyEN3c1014DispatchKeySetERKN2at6TensorESt8optionalINS3_10ScalarTypeEES9_INS3_6LayoutEES9_INS3_6DeviceEES9_IbEbS9_INS3_12MemoryFormatEE;;
201193;libtorch_cpu.so;std::vector<c10::SymInt, std::allocator<c10::SymInt> >::vector<c10::SymInt const*, void>(c10::SymInt const*, c10::SymInt const*, std::allocator<c10::SymInt> const&) [clone .constprop.0];;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNSt6vectorIN3c106SymIntESaIS1_EEC2IPKS1_vEET_S7_RKS2_.constprop.0;;
200721;libtorch_cpu.so;torch::autograd::VariableType::(anonymous namespace)::eq_Scalar(c10::DispatchKeySet, at::Tensor const&, c10::Scalar const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd12VariableType12_GLOBAL__N_19eq_ScalarEN3c1014DispatchKeySetERKN2at6TensorERKNS3_6ScalarE;;
198356;libtorch_cpu.so;torch::autograd::SavedVariable::~SavedVariable();;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd13SavedVariableD1Ev;;
198310;libtorch_cpu.so;torch::autograd::generated::NllLossBackward0::release_variables();;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd9generated16NllLossBackward017release_variablesEv;;
195636;libtorch_cpu.so;torch::autograd::generated::SoftmaxBackward0::apply(std::vector<at::Tensor, std::allocator<at::Tensor> >&&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd9generated16SoftmaxBackward05applyEOSt6vectorIN2at6TensorESaIS5_EE;;
195066;libtorch_cpu.so;std::pair<unsigned long, unsigned long> const* std::__find_if<std::pair<unsigned long, unsigned long> const*, __gnu_cxx::__ops::_Iter_pred<torch::autograd::Node::task_should_compute_output(std::initializer_list<std::pair<unsigned long, unsigned long> >) const::{lambda(std::pair<unsigned long, unsigned long>)#1}> >(__gnu_cxx::__ops::_Iter_pred<torch::autograd::Node::task_should_compute_output(std::initializer_list<std::pair<unsigned long, unsigned long> >) const::{lambda(std::pair<unsigned long, unsigned long>)#1}>, __gnu_cxx::__ops::_Iter_pred<torch::autograd::Node::task_should_compute_output(std::initializer_list<std::pair<unsigned long, unsigned long> >) const::{lambda(std::pair<unsigned long, unsigned long>)#1}>, __gnu_cxx::__ops::_Iter_pred<torch::autograd::Node::task_should_compute_output(std::initializer_list<std::pair<unsigned long, unsigned long> >) const::{lambda(std::pair<unsigned long, unsigned long>)#1}>, std::random_access_iterator_tag) [clone .constprop.0];;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZSt9__find_ifIPKSt4pairImmEN9__gnu_cxx5__ops10_Iter_predIZNK5torch8autograd4Node26task_should_compute_outputESt16initializer_listIS1_EEUlS1_E_EEET_SE_SE_T0_St26random_access_iterator_tag.constprop.0;;
